14639,gcc,c++,pinskia,RESOLVED,FIXED,[4.0 Regression] [non-unit-at-a-time] Incorrect emission of unused compiler-generated destructor,2004/10/30 21:12
9951,gcc,java,unassigned,CLOSED,FIXED,gcj run into segmentation fault when compiling JAR files,2005/7/23 22:46
12862,gcc,c++,gdr,RESOLVED,FIXED,[3.3 regression] Conflicts Between typedefs/enums and Namespace Member Declarations,2003/12/26 3:28
18803,gcc,c++,reichelt,RESOLVED,FIXED,[3.4 regression] rejects access to operator() in template,2005/9/17 20:53
6584,gcc,ada,unassigned,RESOLVED,FIXED,failure building GNAT library: ICE on s-auxdec.adb,2003/12/17 20:40
52727,gcc,debug,rth,RESOLVED,FIXED,[4.9 Regression] internal compiler error at dwarf2cfi.c2:685,2014/2/5 18:48
27889,gcc,middle-end,rth,RESOLVED,FIXED,[4.1 Regression] ICE on complex assignment in nested function,2006/7/20 22:33
48459,gcc,debug,rth,RESOLVED,FIXED,[4.6/4.7 Regression] avr: Assertion failure with -gdwarf-2,2011/6/20 5:00
21342,gcc,c,unassigned,RESOLVED,FIXED,[4.0/4.1 Regression] some incompatible external declarations not diagnosed,2005/5/11 10:50
17635,gcc,tree-optimization,unassigned,RESOLVED,FIXED,[4.0 regression] ICE in verify_ssa: type mismatch,2004/11/18 12:46
15234,gcc,libfortran,ro,RESOLVED,FIXED,[4.0 regression] libgfortran doesn't compile on Tru64 UNIX V4.0F,2006/2/14 17:52
23211,gcc,c++,fabien,RESOLVED,FIXED,using dec in nested class doesn't import name,2012/1/3 9:57
2123,gcc,c++,unassigned,RESOLVED,FIXED,Array initializer,2005/2/16 19:47
22089,gcc,target,unassigned,RESOLVED,FIXED,[4.1 Regression] bootstrap ices / insn does not satisfy its constraints.,2005/6/17 20:35
